Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass,GestationLen,HomeRange,DietBreadth,LitterSize,LittersPerYear,MaxLongevity,HabitatBreadth,NeonateBodyMass,PopulationDensity,Terrestriality,TrophicLevel
Soricomorpha,Talpidae,Uropsilus,soricipes,Uropsilus soricipes,NA,16,NA,NA,6,NA,NA,NA,1,NA,NA,ground dwelling,carnivore
Chiroptera,Phyllostomidae,Sphaeronycteris,toxophyllum,Sphaeronycteris toxophyllum,NA,16.06,NA,NA,1,NA,NA,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Mormoopidae,Mormoops,megalophylla,Mormoops megalophylla,NA,16.09,NA,NA,1,0.99,1,NA,NA,0.91,NA,above ground,carnivore
Chiroptera,Hipposideridae,Hipposideros,maggietaylorae,Hipposideros maggietaylorae,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Euderma,maculatum,Euderma maculatum,NA,16.17,NA,NA,3,1,NA,NA,NA,3.4,NA,above ground,carnivore
Chiroptera,Pteropodidae,Alionycteris,paucidentata,Alionycteris paucidentata,NA,16.24,NA,NA,3,NA,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Phyllostomidae,Macrotus,waterhousii,Macrotus waterhousii,NA,16.27,NA,NA,3,0.98,NA,125,2,0.59,NA,above ground,NA
Chiroptera,Phyllostomidae,Erophylla,bombifrons,Erophylla bombifrons,NA,16.28,NA,NA,3,NA,NA,NA,1,NA,NA,NA,herbivore
Chiroptera,Phyllostomidae,Uroderma,bilobatum,Uroderma bilobatum,NA,16.28,130.88,NA,3,0.99,2,NA,2,NA,NA,above ground,omnivore
Chiroptera,Vespertilionidae,Hesperoptenus,tickelli,Hesperoptenus tickelli,NA,16.3,NA,NA,3,1,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Macroglossus,minimus,Macroglossus minimus,NA,16.3,125.14,NA,3,0.99,3,NA,1,3.81,NA,above ground,herbivore
Rodentia,Cricetidae,Peromyscus,crinitus,Peromyscus crinitus,nocturnal,16.32,25.33,0.003136673,3,3.08,2.05,NA,2,2.19,1198.07,NA,omnivore
Rodentia,Heteromyidae,Chaetodipus,spinatus,Chaetodipus spinatus,NA,16.34,NA,NA,3,3.5,NA,NA,1,NA,NA,NA,NA
Chiroptera,Molossidae,Nyctinomops,macrotis,Nyctinomops macrotis,NA,16.38,NA,NA,3,0.99,1,NA,1,4.94,NA,above ground,carnivore
Rodentia,Sciuridae,Myosciurus,pumilio,Myosciurus pumilio,diurnal,16.44,NA,NA,3,1.97,NA,NA,2,NA,NA,above ground,omnivore
Soricomorpha,Soricidae,Crocidura,batesi,Crocidura batesi,NA,16.49,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,viaria,Crocidura viaria,NA,16.49,NA,NA,3,3.49,NA,NA,1,1.39,NA,NA,NA
Rodentia,Cricetidae,Eligmodontia,morgani,Eligmodontia morgani,NA,16.5,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA
Chiroptera,Emballonuridae,Diclidurus,albus,Diclidurus albus,nocturnal,16.56,NA,NA,3,1,1,NA,2,0.51,NA,above ground,carnivore
Chiroptera,Phyllostomidae,Vampyressa,melissa,Vampyressa melissa,NA,16.58,NA,NA,3,0.98,NA,NA,3,NA,NA,above ground,NA
Soricomorpha,Soricidae,Sylvisorex,ollula,Sylvisorex ollula,NA,16.59,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA
Rodentia,Muridae,Mus,spretus,Mus spretus,both,16.67,NA,0.000203629,3,5.15,NA,NA,2,NA,NA,NA,NA
Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,nocturnal,16.71,NA,NA,3,1,2,NA,2,3.25,NA,above ground,NA
Rodentia,Muridae,Pseudohydromys,murinus,Pseudohydromys murinus,NA,16.79,NA,NA,3,0.97,NA,NA,1,NA,NA,ground dwelling,omnivore
Rodentia,Muridae,Pseudomys,novaehollandiae,Pseudomys novaehollandiae,NA,16.8,31.48,NA,3,4.43,4,NA,2,1.84,NA,NA,NA
Chiroptera,Pteropodidae,Otopteropus,cartilagonodus,Otopteropus cartilagonodus,NA,16.92,NA,NA,3,0.99,1.5,NA,1,NA,NA,above ground,NA
Chiroptera,Molossidae,Chaerephon,russatus,Chaerephon russatus,NA,16.98,NA,NA,3,0.99,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Phyllostomidae,Enchisthenes,hartii,Enchisthenes hartii,NA,16.99,NA,NA,3,0.99,NA,NA,2,NA,NA,above ground,herbivore
Rodentia,Heteromyidae,Chaetodipus,pernix,Chaetodipus pernix,NA,17,NA,NA,3,NA,NA,NA,1,NA,NA,NA,herbivore
Dasyuromorphia,Dasyuridae,Sminthopsis,murina,Sminthopsis murina,both,17,12.5,NA,3,8,2,24,1,NA,599.99,ground dwelling,NA
Rodentia,Nesomyidae,Malacothrix,typica,Malacothrix typica,NA,17.02,26.37,NA,3,4.04,1,NA,1,1.19,NA,NA,omnivore
Soricomorpha,Soricidae,Crocidura,poensis,Crocidura poensis,NA,17.05,NA,NA,3,2.44,NA,NA,1,NA,NA,NA,NA
Rodentia,Gliridae,Selevinia,betpakdalaensis,Selevinia betpakdalaensis,both,17.12,NA,NA,NA,6.9,NA,NA,NA,NA,NA,ground dwelling,carnivore
Rodentia,Muridae,Heimyscus,fumosus,Heimyscus fumosus,nocturnal,17.2,NA,NA,3,NA,NA,NA,2,NA,NA,ground dwelling,NA
Chiroptera,Phyllostomidae,Choeronycteris,mexicana,Choeronycteris mexicana,NA,17.26,NA,NA,4,0.99,NA,NA,1,4.85,NA,above ground,omnivore
Chiroptera,Phyllostomidae,Uroderma,magnirostrum,Uroderma magnirostrum,NA,17.3,NA,NA,3,0.98,NA,NA,2,NA,NA,above ground,herbivore
Rodentia,Cricetidae,Eligmodontia,typus,Eligmodontia typus,nocturnal,17.37,18.38,NA,3,6.24,NA,9.6,1,1.72,NA,ground dwelling,herbivore
Chiroptera,Phyllostomidae,Anoura,cultrata,Anoura cultrata,NA,17.39,NA,NA,3,1.22,NA,NA,1,3.65,NA,above ground,omnivore
Rodentia,Muridae,Dipodillus,simoni,Dipodillus simoni,NA,17.4,25.54,NA,3,4.68,NA,NA,1,NA,NA,NA,NA
Rodentia,Cricetidae,Paralomys,gerbillus,Paralomys gerbillus,NA,17.4,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Eptesicus,fuscus,Eptesicus fuscus,NA,17.49,52.14,NA,4,1.85,1,240,2,3.21,NA,above ground,carnivore
Rodentia,Muridae,Leggadina,lakedownensis,Leggadina lakedownensis,NA,17.5,32.99,NA,1,NA,NA,NA,1,NA,NA,NA,NA
Dasyuromorphia,Dasyuridae,Sminthopsis,griseoventer,Sminthopsis griseoventer,both,17.5,NA,NA,1,NA,NA,NA,1,NA,NA,ground dwelling,NA
Soricomorpha,Soricidae,Crocidura,theresae,Crocidura theresae,NA,17.6,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
Chiroptera,Pteropodidae,Syconycteris,australis,Syconycteris australis,NA,17.6,NA,NA,4,1,2,NA,1,NA,NA,above ground,herbivore
Chiroptera,Molossidae,Tadarida,aegyptiaca,Tadarida aegyptiaca,NA,17.63,85.52,NA,6,0.99,1,NA,2,3,NA,above ground,carnivore
Chiroptera,Phyllostomidae,Lonchorhina,marinkellei,Lonchorhina marinkellei,NA,17.67,NA,NA,1,NA,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Nycteridae,Nycteris,madagascariensis,Nycteris madagascariensis,NA,17.69,NA,NA,1,NA,NA,NA,1,NA,NA,NA,carnivore
Chiroptera,Pteropodidae,Chironax,melanocephalus,Chironax melanocephalus,NA,17.7,NA,NA,NA,0.98,NA,NA,NA,NA,NA,above ground,herbivore
Rodentia,Cricetidae,Microtus,subterraneus,Microtus subterraneus,NA,17.74,21,NA,1,2.46,5.5,NA,1,1.49,NA,NA,NA
Chiroptera,Nycteridae,Nycteris,javanica,Nycteris javanica,NA,17.78,NA,NA,5,1,NA,NA,2,NA,NA,above ground,carnivore
Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,NA,17.79,NA,NA,1,0.99,NA,NA,2,NA,NA,above ground,NA
Rodentia,Cricetidae,Eligmodontia,moreni,Eligmodontia moreni,NA,18,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA
Dasyuromorphia,Dasyuridae,Sminthopsis,longicaudata,Sminthopsis longicaudata,both,18,14.21,NA,2,4.24,NA,60,2,NA,NA,ground dwelling,carnivore
Chiroptera,Phyllostomidae,Lophostoma,schulzi,Lophostoma schulzi,NA,18.02,NA,NA,1,NA,NA,NA,2,NA,NA,above ground,omnivore
Chiroptera,Phyllostomidae,Sturnira,bidens,Sturnira bidens,NA,18.05,NA,NA,3,0.99,2,NA,1,NA,NA,above ground,herbivore
Rodentia,Cricetidae,Peromyscus,leucopus,Peromyscus leucopus,nocturnal,18.07,23.17,0.000886749,1,4.27,4.5,38,1,1.8,1444.64,above ground,omnivore
Afrosoricida,Tenrecidae,Microgale,gymnorhyncha,Microgale gymnorhyncha,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Ruwenzorisorex,suncoides,Ruwenzorisorex suncoides,NA,18.2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA
Soricomorpha,Talpidae,Urotrichus,talpoides,Urotrichus talpoides,both,18.2,36.05,0.001791593,NA,3.49,1.25,42,1,NA,4999.99,ground dwelling,omnivore
Chiroptera,Pteropodidae,Haplonycteris,fischeri,Haplonycteris fischeri,NA,18.25,174.73,NA,NA,1,1,120,1,2.74,NA,above ground,herbivore
Rodentia,Muridae,Apodemus,uralensis,Apodemus uralensis,NA,18.26,NA,NA,NA,5.72,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Myodes,californicus,Myodes californicus,NA,18.3,18,0.001246353,2,3.1,3.85,NA,1,NA,434.02,NA,NA
Chiroptera,Molossidae,Nyctinomops,aurispinosus,Nyctinomops aurispinosus,NA,18.43,NA,NA,NA,1,NA,NA,NA,NA,NA,above ground,carnivore
Rodentia,Dipodidae,Zapus,hudsonius,Zapus hudsonius,NA,18.43,18.24,0.00185499,7,5.36,2,60,2,0.78,882,ground dwelling,omnivore
Rodentia,Muridae,Muriculus,imberbis,Muriculus imberbis,NA,18.5,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA
Chiroptera,Phyllostomidae,Pygoderma,bilabiatum,Pygoderma bilabiatum,NA,18.5,NA,NA,7,0.98,1,NA,1,NA,NA,above ground,herbivore
Rodentia,Muridae,Acomys,wilsoni,Acomys wilsoni,NA,18.5,NA,NA,2,2.29,7.9,NA,1,3.49,NA,NA,NA
Didelphimorphia,Didelphidae,Gracilinanus,dryas,Gracilinanus dryas,nocturnal,18.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Soricomorpha,Soricidae,Blarina,brevicauda,Blarina brevicauda,nocturnal,18.56,20.58,0.003539783,1,5.39,3,33,1,0.89,922.93,ground dwelling,omnivore
Soricomorpha,Soricidae,Crocidura,littoralis,Crocidura littoralis,NA,18.61,NA,NA,NA,2.99,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Phyllostomidae,Glyphonycteris,daviesi,Glyphonycteris daviesi,NA,18.61,NA,NA,2,0.98,NA,NA,2,NA,NA,above ground,omnivore
Chiroptera,Rhinolophidae,Rhinolophus,alcyone,Rhinolophus alcyone,NA,18.62,NA,NA,NA,0.98,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Megaerops,wetmorei,Megaerops wetmorei,NA,18.7,NA,NA,3,NA,NA,NA,2,NA,NA,above ground,NA
Afrosoricida,Tenrecidae,Microgale,soricoides,Microgale soricoides,NA,18.7,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Pseudohydromys,fuscus,Pseudohydromys fuscus,NA,18.74,NA,NA,5,NA,NA,NA,1,NA,NA,ground dwelling,omnivore
Soricomorpha,Soricidae,Sylvisorex,lunaris,Sylvisorex lunaris,NA,18.78,NA,NA,2,2.69,NA,NA,1,NA,840.59,NA,NA
Rodentia,Muridae,Hylomyscus,stella,Hylomyscus stella,nocturnal,18.99,29.49,NA,NA,3.11,NA,NA,1,1.47,NA,above ground,NA
Rodentia,Cricetidae,Chilomys,instans,Chilomys instans,NA,19,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA
Rodentia,Cricetidae,Neacomys,spinosus,Neacomys spinosus,nocturnal,19,NA,NA,5,NA,NA,NA,1,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Neacomys,tenuipes,Neacomys tenuipes,nocturnal,19,NA,NA,4,3.94,6.1,NA,2,NA,273.07,ground dwelling,omnivore
Rodentia,Cricetidae,Reithrodontomys,chrysopsis,Reithrodontomys chrysopsis,nocturnal,19,NA,NA,6,3.4,NA,NA,2,NA,380.91,above ground,NA
Rodentia,Cricetidae,Reithrodontomys,sumichrasti,Reithrodontomys sumichrasti,nocturnal,19,NA,NA,NA,3.49,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Scotophilus,borbonicus,Scotophilus borbonicus,nocturnal,19.02,185.3,NA,NA,2,1,NA,NA,NA,NA,above ground,NA
Chiroptera,Rhinolophidae,Rhinolophus,eloquens,Rhinolophus eloquens,NA,19.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,carnivore
Rodentia,Heteromyidae,Chaetodipus,fallax,Chaetodipus fallax,NA,19.19,25,0.002300009,4,3.45,1,99.6,NA,NA,502.5,ground dwelling,herbivore
Chiroptera,Phyllostomidae,Carollia,perspicillata,Carollia perspicillata,nocturnal,19.23,114.6,NA,NA,1,2,148.8,NA,4.89,NA,above ground,omnivore
Chiroptera,Phyllostomidae,Ardops,nichollsi,Ardops nichollsi,NA,19.23,NA,NA,5,0.99,2,NA,2,2.52,NA,above ground,herbivore
Soricomorpha,Soricidae,Crocidura,longipes,Crocidura longipes,NA,19.3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Rhinolophidae,Rhinolophus,yunanensis,Rhinolophus yunanensis,NA,19.33,NA,NA,NA,NA,NA,NA,2,NA,NA,above ground,carnivore
Didelphimorphia,Didelphidae,Monodelphis,americana,Monodelphis americana,diurnal,19.5,NA,0.000536788,4,NA,NA,NA,2,NA,NA,above ground,carnivore
Dasyuromorphia,Dasyuridae,Sminthopsis,gilberti,Sminthopsis gilberti,both,19.5,NA,NA,3,NA,NA,NA,2,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Eothenomys,melanogaster,Eothenomys melanogaster,NA,19.59,NA,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Mormoopidae,Pteronotus,parnellii,Pteronotus parnellii,NA,19.59,107.97,NA,3,0.99,1,NA,2,NA,NA,above ground,carnivore
Chiroptera,Phyllostomidae,Artibeus,concolor,Artibeus concolor,NA,19.65,NA,NA,1,NA,NA,NA,2,NA,NA,above ground,herbivore
Chiroptera,Vespertilionidae,Scotophilus,viridis,Scotophilus viridis,NA,19.81,NA,NA,2,2,NA,NA,2,NA,NA,above ground,carnivore
Rodentia,Cricetidae,Myodes,gapperi,Myodes gapperi,nocturnal,19.83,18,0.000463061,5,5.37,2.4,20,NA,1.49,1186.41,NA,omnivore
Chiroptera,Phyllostomidae,Chiroderma,doriae,Chiroderma doriae,NA,19.9,106.45,NA,NA,1,NA,NA,2,NA,NA,above ground,herbivore
Rodentia,Cricetidae,Thaptomys,nigrita,Thaptomys nigrita,diurnal,19.9,NA,NA,3,NA,NA,NA,2,NA,NA,ground dwelling,NA
Rodentia,Muridae,Hylomyscus,alleni,Hylomyscus alleni,NA,19.94,29,NA,4,3,NA,NA,2,1.5,NA,NA,NA
Rodentia,Cricetidae,Myodes,rutilus,Myodes rutilus,NA,19.94,23.98,NA,1,5.6,4.2,NA,NA,1.8,4074.55,NA,omnivore
Chiroptera,Phyllostomidae,Sturnira,bogotensis,Sturnira bogotensis,NA,19.94,NA,NA,2,0.98,NA,NA,2,NA,NA,above ground,herbivore
Chiroptera,Hipposideridae,Hipposideros,larvatus,Hipposideros larvatus,NA,19.95,NA,NA,7,0.98,NA,NA,NA,3.75,NA,above ground,carnivore
Rodentia,Cricetidae,Peromyscus,maniculatus,Peromyscus maniculatus,nocturnal,19.98,26.68,0.002028926,4,4.76,2.6,NA,1,1.73,661.87,above ground,omnivore
Rodentia,Cricetidae,Calomys,sorellus,Calomys sorellus,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,nigricans,Crocidura nigricans,NA,20,NA,NA,NA,3.99,NA,NA,1,NA,NA,NA,NA
Rodentia,Nesomyidae,Petromyscus,collinus,Petromyscus collinus,NA,20,NA,NA,NA,2.46,1,NA,NA,2.1,NA,NA,NA
Rodentia,Cricetidae,Reithrodontomys,burti,Reithrodontomys burti,nocturnal,20,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,NA
Rodentia,Cricetidae,Reithrodontomys,hirsutus,Reithrodontomys hirsutus,nocturnal,20,NA,NA,NA,3.88,NA,NA,1,NA,NA,above ground,NA
Rodentia,Cricetidae,Reithrodontomys,microdon,Reithrodontomys microdon,nocturnal,20,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,NA
Rodentia,Cricetidae,Reithrodontomys,tenuirostris,Reithrodontomys tenuirostris,nocturnal,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Soricomorpha,Soricidae,Anourosorex,squamipes,Anourosorex squamipes,NA,20,NA,NA,1,2.82,NA,NA,1,NA,190,ground dwelling,NA
Rodentia,Heteromyidae,Chaetodipus,formosus,Chaetodipus formosus,NA,20.02,28,NA,1,5.28,1,60,1,1,NA,NA,NA
Chiroptera,Pteropodidae,Syconycteris,hobbit,Syconycteris hobbit,NA,20.06,NA,NA,1,0.98,NA,NA,1,NA,NA,above ground,herbivore
Rodentia,Gliridae,Graphiurus,murinus,Graphiurus murinus,nocturnal,20.07,23.99,NA,1,3,NA,69.6,1,3.49,54.41,above ground,omnivore
Chiroptera,Molossidae,Chaerephon,nigeriae,Chaerephon nigeriae,NA,20.14,NA,NA,1,NA,NA,NA,1,NA,NA,above ground,NA
Rodentia,Cricetidae,Phyllotis,amicus,Phyllotis amicus,NA,20.19,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Cricetidae,Reithrodontomys,spectabilis,Reithrodontomys spectabilis,nocturnal,20.19,NA,NA,2,NA,NA,NA,2,NA,NA,above ground,NA
Chiroptera,Phyllostomidae,Sturnira,lilium,Sturnira lilium,nocturnal,20.19,107.97,NA,4,0.99,2,NA,1,5.25,NA,above ground,omnivore
Rodentia,Muridae,Acomys,louisae,Acomys louisae,NA,20.19,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Cricetidae,Calomys,musculinus,Calomys musculinus,NA,20.2,20.97,NA,3,6.27,NA,NA,1,NA,253.33,ground dwelling,omnivore
Chiroptera,Vespertilionidae,Scotophilus,leucogaster,Scotophilus leucogaster,NA,20.24,228.12,NA,5,1.38,NA,NA,1,NA,NA,above ground,carnivore
Rodentia,Cricetidae,Oligoryzomys,nigripes,Oligoryzomys nigripes,nocturnal,20.33,NA,NA,3,3.59,NA,NA,1,NA,2174.57,above ground,omnivore
Rodentia,Cricetidae,Microtus,oregoni,Microtus oregoni,NA,20.35,23.83,0.000533681,3,3.32,4.8,15,1,1.69,551.7,ground dwelling,herbivore
Didelphimorphia,Didelphidae,Gracilinanus,aceramarcae,Gracilinanus aceramarcae,nocturnal,20.5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Chiroptera,Phyllostomidae,Lophostoma,evotis,Lophostoma evotis,NA,20.58,NA,NA,2,1,1,NA,1,NA,NA,above ground,omnivore
Rodentia,Cricetidae,Calomys,lepidus,Calomys lepidus,NA,20.59,NA,NA,2,4.29,NA,NA,1,2,NA,ground dwelling,NA
Rodentia,Cricetidae,Lagurus,lagurus,Lagurus lagurus,NA,20.6,20.24,NA,5,4,5.25,NA,2,1.25,NA,NA,NA
Rodentia,Muridae,Apodemus,witherbyi,Apodemus witherbyi,NA,20.66,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Nesomyidae,Steatomys,krebsii,Steatomys krebsii,NA,20.67,NA,NA,NA,4.62,NA,NA,1,NA,NA,NA,NA
Rodentia,Cricetidae,Akodon,lutescens,Akodon lutescens,NA,20.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didelphimorphia,Didelphidae,Thylamys,velutinus,Thylamys velutinus,nocturnal,20.69,NA,0.02,6,NA,NA,NA,2,NA,54.99,NA,carnivore
Chiroptera,Molossidae,Chaerephon,jobensis,Chaerephon jobensis,NA,20.71,NA,NA,4,NA,NA,NA,3,NA,NA,above ground,carnivore
Rodentia,Nesomyidae,Petromyscus,monticularis,Petromyscus monticularis,NA,20.72,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA
Rodentia,Cricetidae,Myodes,glareolus,Myodes glareolus,NA,20.73,19.74,0.000951778,NA,4.31,3.5,58.8,1,1.83,3704.05,above ground,omnivore
Dasyuromorphia,Dasyuridae,Pseudantechinus,ningbing,Pseudantechinus ningbing,both,20.74,46.71,NA,1,4,NA,24,2,NA,NA,ground dwelling,NA
Chiroptera,Phyllostomidae,Artibeus,aztecus,Artibeus aztecus,NA,20.81,NA,NA,2,0.99,2,NA,1,NA,NA,above ground,herbivore
Soricomorpha,Soricidae,Crocidura,foxi,Crocidura foxi,NA,21,NA,NA,NA,1.99,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Phyllostomidae,Sturnira,ludovici,Sturnira ludovici,NA,21,NA,NA,1,0.99,2,NA,1,NA,NA,above ground,herbivore
Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,NA,21.09,NA,NA,NA,1.03,1,NA,NA,3.79,NA,above ground,carnivore
Chiroptera,Phyllostomidae,Stenoderma,rufum,Stenoderma rufum,NA,21.1,NA,NA,1,0.99,NA,NA,2,7,NA,above ground,herbivore
Rodentia,Muridae,Apodemus,agrarius,Apodemus agrarius,NA,21.11,19.89,NA,3,5.64,3.5,48,2,1.8,1098.35,NA,NA
Rodentia,Cricetidae,Rhagomys,rufescens,Rhagomys rufescens,NA,21.2,NA,NA,2,NA,NA,NA,2,NA,NA,above ground,NA
Rodentia,Muridae,Apomys,musculus,Apomys musculus,both,21.2,NA,0.002683942,NA,NA,NA,NA,NA,NA,1124.83,above ground,omnivore
Chiroptera,Vespertilionidae,Myotis,oxygnathus,Myotis oxygnathus,NA,21.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oligoryzomys,flavescens,Oligoryzomys flavescens,nocturnal,21.3,NA,NA,3,4.95,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Notiomys,edwardsii,Notiomys edwardsii,NA,21.3,NA,NA,NA,NA,NA,NA,1,NA,NA,ground dwelling,carnivore
Chiroptera,Pteropodidae,Scotonycteris,zenkeri,Scotonycteris zenkeri,nocturnal,21.3,NA,NA,1,0.99,NA,NA,1,NA,NA,above ground,NA
Rodentia,Cricetidae,Synaptomys,borealis,Synaptomys borealis,NA,21.3,NA,NA,4,4.27,NA,NA,1,NA,NA,NA,NA
Rodentia,Calomyscidae,Calomyscus,bailwardi,Calomyscus bailwardi,NA,21.38,NA,NA,2,4,1,NA,1,NA,354.3,NA,NA
Rodentia,Muridae,Pseudohydromys,ellermani,Pseudohydromys ellermani,NA,21.4,NA,NA,2,NA,NA,NA,2,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Peromyscus,sejugis,Peromyscus sejugis,nocturnal,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Phyllostomidae,Lonchophylla,mordax,Lonchophylla mordax,NA,21.56,NA,NA,1,0.98,NA,NA,2,NA,NA,above ground,omnivore
Rodentia,Heteromyidae,Perognathus,parvus,Perognathus parvus,both,21.56,23.5,0.001580096,NA,4.86,2,48,1,1.5,2738.17,ground dwelling,omnivore
Rodentia,Cricetidae,Onychomys,torridus,Onychomys torridus,nocturnal,21.68,28.37,0.01,NA,3.3,2.5,55.2,NA,2.33,158.55,ground dwelling,carnivore
Rodentia,Sciuridae,Exilisciurus,exilis,Exilisciurus exilis,NA,21.75,NA,NA,NA,2.46,NA,NA,1,NA,NA,NA,NA
Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,NA,21.8,NA,NA,NA,1,NA,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Molossidae,Mops,niveiventer,Mops niveiventer,NA,21.82,NA,NA,1,1,NA,NA,1,NA,NA,above ground,carnivore
Chiroptera,Molossidae,Chaerephon,plicatus,Chaerephon plicatus,NA,21.83,88.64,NA,NA,0.99,2,NA,NA,4.5,NA,above ground,carnivore
Chiroptera,Pteropodidae,Nanonycteris,veldkampii,Nanonycteris veldkampii,NA,21.89,NA,NA,2,0.98,NA,NA,1,NA,NA,above ground,NA
Rodentia,Muridae,Pseudohydromys,occidentalis,Pseudohydromys occidentalis,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus sylvaticus,both,21.9,23.68,0.007114139,NA,5.16,3.75,52.8,NA,1.5,780,above ground,omnivore
Rodentia,Muridae,Acomys,subspinosus,Acomys subspinosus,nocturnal,21.92,NA,NA,NA,NA,NA,NA,NA,NA,3543.88,NA,NA
Paucituberculata,Caenolestidae,Rhyncholestes,raphanurus,Rhyncholestes raphanurus,both,21.94,NA,NA,1,NA,NA,NA,2,NA,NA,above ground,omnivore
Chiroptera,Vespertilionidae,Otonycteris,hemprichii,Otonycteris hemprichii,NA,21.98,NA,NA,1,1.38,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Molossidae,Mops,thersites,Mops thersites,NA,21.99,NA,NA,2,1,2,NA,1,NA,NA,above ground,NA
Afrosoricida,Chrysochloridae,Neamblysomus,julianae,Neamblysomus julianae,NA,21.99,NA,NA,2,0.96,NA,NA,1,NA,NA,ground dwelling,carnivore
Rodentia,Cricetidae,Peromyscus,eva,Peromyscus eva,nocturnal,21.99,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA
Chiroptera,Phyllostomidae,Sturnira,oporaphilum,Sturnira oporaphilum,NA,21.99,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Acomys,kempi,Acomys kempi,NA,21.99,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Acomys,percivali,Acomys percivali,NA,21.99,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Chiroptera,Emballonuridae,Taphozous,hilli,Taphozous hilli,nocturnal,21.99,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,NA
Didelphimorphia,Didelphidae,Gracilinanus,agilis,Gracilinanus agilis,nocturnal,22.03,NA,NA,NA,12,NA,NA,1,NA,NA,above ground,NA
Afrosoricida,Chrysochloridae,Eremitalpa,granti,Eremitalpa granti,nocturnal,22.04,NA,0.03,NA,1.36,NA,24,1,NA,37.21,ground dwelling,omnivore
Rodentia,Muridae,Hylomyscus,aeta,Hylomyscus aeta,nocturnal,22.13,NA,NA,1,4.18,NA,NA,1,NA,NA,above ground,NA
